area_type,location,area,bathrooms,balcony,price,bedrooms,price_per_sqft,total_rooms,is_luxury
Super built-up  Area,JCR Layout,1160.0,2.0,1.0,40.53,2.0,0.03493965517241379,4.0,0
Built-up  Area,Vidyaranyapura,1050.0,2.0,1.0,50.0,2.0,0.047619047619047616,4.0,0
Super built-up  Area,JP Nagar,1960.0,3.0,1.0,138.0,3.0,0.07040816326530612,6.0,1
Built-up  Area,Ganga Nagar,1200.0,3.0,2.0,52.0,2.0,0.043333333333333335,5.0,0
Plot  Area,Judicial Layout,1200.0,4.0,1.0,220.0,3.0,0.18333333333333332,7.0,1
Super built-up  Area,Electronic City,975.0,2.0,1.0,32.0,2.0,0.03282051282051282,4.0,0
Super built-up  Area,Kudlu,1700.0,3.0,3.0,125.0,3.0,0.07352941176470588,6.0,1
Plot  Area,Madavara,612.0,3.0,0.0,47.0,4.0,0.07679738562091504,7.0,0
Built-up  Area,Brooke Bond First Cross,1275.0,2.0,3.0,69.0,2.0,0.05411764705882353,4.0,1
Built-up  Area,Yeshwanthpur,650.0,1.0,0.0,40.0,1.0,0.06153846153846154,2.0,0
Super built-up  Area,Kasavanhalli,1495.0,2.0,2.0,110.0,2.0,0.07357859531772576,4.0,1
Super built-up  Area,Hebbal,1200.0,2.0,2.0,48.0,2.0,0.04,4.0,0
Super built-up  Area,Hennur Road,1679.0,3.0,2.0,94.86,3.0,0.05649791542584872,6.0,1
Super built-up  Area,Kaval Byrasandra,1450.0,3.0,2.0,75.0,3.0,0.05172413793103448,6.0,1
Super built-up  Area,Balagere,1210.0,2.0,1.0,82.0,2.0,0.06776859504132231,4.0,1
Super built-up  Area,Dwaraka Nagar,1300.0,2.0,1.0,51.0,3.0,0.03923076923076923,5.0,0
Super built-up  Area,Judicial Layout,1165.0,2.0,1.0,49.61,2.0,0.042583690987124466,4.0,0
Super built-up  Area,Keshava Nagar,1623.0,3.0,3.0,155.0,3.0,0.09550215650030808,6.0,1
Super built-up  Area,Channasandra,1115.0,2.0,1.0,35.8,2.0,0.032107623318385646,4.0,0
Super built-up  Area,BTM Layout,450.0,1.0,1.0,20.0,1.0,0.044444444444444446,2.0,0
Super built-up  Area,Electronics City Phase 1,1170.0,2.0,1.0,62.0,2.0,0.05299145299145299,4.0,0
Built-up  Area,Marathahalli,1700.0,3.0,2.0,126.0,3.0,0.07411764705882352,6.0,1
Plot  Area,Uttarahalli,1080.0,5.0,2.0,160.0,6.0,0.14814814814814814,11.0,1
Super built-up  Area,Malleshpalya,1245.0,2.0,1.0,55.0,2.0,0.04417670682730924,4.0,0
Built-up  Area,Kanakapura,1017.0,2.0,1.0,66.0,2.0,0.06489675516224189,4.0,0
Plot  Area,7th Phase JP Nagar,650.0,6.0,2.0,80.0,6.0,0.12307692307692308,12.0,1
Super built-up  Area,Sarjapur  Road,1242.0,2.0,1.0,75.0,2.0,0.06038647342995169,4.0,1
Super built-up  Area,Yelahanka,1792.0,3.0,1.0,104.0,3.0,0.05803571428571429,6.0,1
Super built-up  Area,Garebhavipalya,1275.0,3.0,2.0,55.0,3.0,0.043137254901960784,6.0,0
Super built-up  Area,Electronic City,605.0,1.0,1.0,22.0,1.0,0.03636363636363636,2.0,0
Plot  Area,HBR Layout,1200.0,4.0,2.0,115.0,4.0,0.09583333333333334,8.0,1
Super built-up  Area,Electronics City Phase 1,1450.0,3.0,2.0,79.0,3.0,0.05448275862068966,6.0,1
Plot  Area,Bommenahalli,1232.0,3.0,1.0,96.0,3.0,0.07792207792207792,6.0,1
Plot  Area,Laggere,1800.0,5.0,0.0,70.0,5.0,0.03888888888888889,10.0,1
Built-up  Area,Sidedahalli,900.0,1.0,1.0,52.3,1.0,0.058111111111111106,2.0,0
Super built-up  Area,Kaggadasapura,1200.0,2.0,2.0,40.0,2.0,0.03333333333333333,4.0,0
Super built-up  Area,Kadugodi,2100.0,3.0,2.0,204.0,4.0,0.09714285714285714,7.0,1
Super built-up  Area,Uttarahalli,1065.0,2.0,1.0,42.6,2.0,0.04,4.0,0
Super built-up  Area,AGS Layout,1075.0,2.0,1.0,48.38,2.0,0.0450046511627907,4.0,0
Super built-up  Area,Lake City,780.0,2.0,1.0,31.0,2.0,0.03974358974358974,4.0,0
Super built-up  Area,7th Phase JP Nagar,1070.0,2.0,1.0,42.79,2.0,0.039990654205607476,4.0,0
Super built-up  Area,Haralur Road,1464.0,3.0,2.0,56.0,3.0,0.03825136612021858,6.0,0
Super built-up  Area,Ramagondanahalli,1910.0,3.0,2.0,150.0,3.0,0.07853403141361257,6.0,1
Built-up  Area,Cox Town,1280.0,2.0,1.0,120.0,2.0,0.09375,4.0,1
Super built-up  Area,Raja Rajeshwari Nagar,1530.0,3.0,2.0,64.0,3.0,0.04183006535947712,6.0,0
Built-up  Area,Bhoganhalli,2439.0,5.0,2.0,170.0,4.0,0.06970069700697007,9.0,1
Super built-up  Area,Varsova Layout,1088.0,2.0,2.0,43.5,2.0,0.03998161764705882,4.0,0
Super built-up  Area,Harlur,1174.0,2.0,1.0,78.0,2.0,0.06643952299829642,4.0,1
Super built-up  Area,Raja Rajeshwari Nagar,1587.0,3.0,1.0,73.8,3.0,0.04650283553875236,6.0,1
Built-up  Area,Kaggadasapura,1045.0,2.0,2.0,55.0,2.0,0.05263157894736842,4.0,0
Super built-up  Area,Yelahanka,1304.0,2.0,1.0,69.97,2.0,0.0536579754601227,4.0,1
Super built-up  Area,Whitefield,1100.0,2.0,2.0,65.0,2.0,0.05909090909090909,4.0,0
Super built-up  Area,Hennur Road,1482.0,2.0,1.0,68.9,3.0,0.046491228070175444,5.0,1
Built-up  Area,Devanahalli,2125.0,3.0,1.0,107.0,3.0,0.050352941176470586,6.0,1
Super built-up  Area,Varthur,1000.0,4.0,0.0,65.0,5.0,0.065,9.0,0
Super built-up  Area,Parappana Agrahara,1194.0,2.0,2.0,45.0,2.0,0.03768844221105527,4.0,0
Super built-up  Area,Kengeri,1200.0,2.0,3.0,42.0,2.0,0.035,4.0,0
Super built-up  Area,Volagerekallahalli,1070.0,2.0,2.0,32.99,2.0,0.03083177570093458,4.0,0
Super built-up  Area,Whitefield,1100.0,2.0,1.0,46.5,2.0,0.042272727272727274,4.0,0
Built-up  Area,Whitefield,1270.0,2.0,2.0,65.0,3.0,0.051181102362204724,5.0,0
Super built-up  Area,Marasandra,1000.0,2.0,1.0,31.0,2.0,0.031,4.0,0
Super built-up  Area,Vittasandra,1246.0,2.0,1.0,69.0,2.0,0.05537720706260032,4.0,1
Super built-up  Area,Raja Rajeshwari Nagar,1529.0,3.0,3.0,51.77,3.0,0.0338587311968607,6.0,0
Super built-up  Area,Thanisandra,1185.0,2.0,2.0,42.0,2.0,0.035443037974683546,4.0,0
Super built-up  Area,Gubbalala,1060.0,2.0,1.0,46.0,2.0,0.04339622641509434,4.0,0
Super built-up  Area,Ananth Nagar,1319.0,3.0,1.0,37.75,3.0,0.02862016679302502,6.0,0
Super built-up  Area,Kaikondrahalli,991.0,2.0,0.0,64.0,2.0,0.06458123107971746,4.0,0
Super built-up  Area,Thanisandra,662.0,1.0,0.0,38.0,1.0,0.05740181268882175,2.0,0
Built-up  Area,Nandini Layout,1200.0,2.0,1.0,110.0,2.0,0.09166666666666666,4.0,1
Plot  Area,tc.palya,1400.0,2.0,1.0,78.0,3.0,0.055714285714285716,5.0,1
Super built-up  Area,Talaghattapura,1575.0,3.0,2.0,80.0,3.0,0.050793650793650794,6.0,1
Plot  Area,Hosakerehalli,600.0,2.0,0.0,65.0,2.0,0.10833333333333334,4.0,0
Plot  Area,Electronic City,717.0,5.0,1.0,78.0,5.0,0.1087866108786611,10.0,1
Super built-up  Area,Ananth Nagar,1319.0,3.0,1.0,42.0,3.0,0.03184230477634572,6.0,0
Plot  Area,9th Phase JP Nagar,600.0,3.0,2.0,85.0,3.0,0.14166666666666666,6.0,1
Super built-up  Area,Electronics City Phase 1,940.0,2.0,1.0,48.0,2.0,0.05106382978723404,4.0,0
Built-up  Area,Singasandra,600.0,1.0,0.0,45.0,1.0,0.075,2.0,0
Super built-up  Area,Chandapura,985.0,2.0,1.0,25.12,2.0,0.02550253807106599,4.0,0
Plot  Area,Kodigehalli,500.0,1.0,0.0,55.0,2.0,0.11,3.0,0
Super built-up  Area,Bharathi Nagar,1349.0,2.0,2.0,56.7,2.0,0.042031134173461826,4.0,0
Super built-up  Area,HSR Layout,1844.0,3.0,3.0,95.0,3.0,0.05151843817787419,6.0,1
Super built-up  Area,Thigalarapalya,1830.0,4.0,2.0,150.0,3.0,0.08196721311475409,7.0,1
Super built-up  Area,Sarjapur  Road,2275.0,4.0,2.0,185.0,3.0,0.08131868131868132,7.0,1
Super built-up  Area,Varthur Road,1140.0,2.0,2.0,49.11,2.0,0.04307894736842105,4.0,0
Plot  Area,Banjara Layout,900.0,3.0,1.0,79.0,3.0,0.08777777777777777,6.0,1
Super built-up  Area,Banashankari,1372.0,2.0,2.0,48.02,3.0,0.035,5.0,0
Built-up  Area,Sanne Amanikere,1455.0,2.0,1.0,45.0,3.0,0.030927835051546393,5.0,0
Super built-up  Area,Hebbal,1100.0,2.0,2.0,38.0,2.0,0.034545454545454546,4.0,0
Super built-up  Area,Raja Rajeshwari Nagar,1295.0,2.0,1.0,55.47,2.0,0.042833976833976835,4.0,0
Super built-up  Area,Vajarahalli,1475.0,3.0,1.0,80.0,3.0,0.05423728813559322,6.0,1
Super built-up  Area,Nagavarapalya,1788.0,3.0,1.0,164.0,3.0,0.09172259507829977,6.0,1
Super built-up  Area,Haralur Road,1243.0,2.0,1.0,46.0,2.0,0.03700724054706356,4.0,0
Super built-up  Area,Yeshwanthpur,1855.0,3.0,3.0,140.0,3.0,0.07547169811320754,6.0,1
Super built-up  Area,Kudlu Gate,1850.0,3.0,2.0,120.0,3.0,0.06486486486486487,6.0,1
Super built-up  Area,Marathahalli,1315.0,2.0,2.0,60.0,3.0,0.045627376425855515,5.0,0
Super built-up  Area,Whitefield,1216.0,2.0,1.0,73.0,2.0,0.060032894736842105,4.0,1
Super built-up  Area,Brooke Bond First Cross,1721.0,3.0,2.0,93.0,3.0,0.054038349796629866,6.0,1
Super built-up  Area,Sonnenahalli,1059.0,2.0,1.0,62.0,2.0,0.05854579792256846,4.0,0
Built-up  Area,Kadubeesanahalli,1184.0,2.0,1.0,55.0,2.0,0.0464527027027027,4.0,0
Plot  Area,Yelahanka,1400.0,5.0,2.0,175.0,7.0,0.125,12.0,1
Built-up  Area,Kodbisanhalli,1480.0,3.0,2.0,75.0,3.0,0.05067567567567568,6.0,1
Super built-up  Area,Kodigehalli,635.0,1.0,1.0,28.0,2.0,0.04409448818897638,3.0,0
Built-up  Area,JP Nagar,1500.0,2.0,0.0,87.0,4.0,0.058,6.0,1
Super built-up  Area,Hosa Road,1143.0,2.0,1.0,34.2,2.0,0.029921259842519688,4.0,0
Super built-up  Area,Kothannur,1485.0,2.0,2.0,59.4,3.0,0.04,5.0,0
Super built-up  Area,Hennur,1655.0,2.0,1.0,70.5,3.0,0.042598187311178246,5.0,1
Super built-up  Area,2nd Phase Judicial Layout,900.0,2.0,2.0,41.0,2.0,0.04555555555555556,4.0,0
Super built-up  Area,Somasundara Palya,1600.0,3.0,3.0,69.0,3.0,0.043125,6.0,1
Built-up  Area,Neelamangala,1163.0,2.0,2.0,68.0,2.0,0.058469475494411005,4.0,1
Carpet  Area,Yelahanka New Town,1163.0,2.0,1.0,18.0,1.0,0.015477214101461736,3.0,0
Super built-up  Area,Hennur Road,1654.0,3.0,1.0,97.8,3.0,0.05912938331318017,6.0,1
Super built-up  Area,Pragathi Nagar,801.0,1.0,0.0,33.645,1.0,0.04200374531835206,2.0,0
Super built-up  Area,Bellandur,1685.0,3.0,3.0,101.0,3.0,0.0599406528189911,6.0,1
Built-up  Area,Banashankari,1540.0,3.0,3.0,80.0,3.0,0.05194805194805195,6.0,1
Super built-up  Area,Thanisandra,1265.0,2.0,1.0,72.0,2.0,0.05691699604743083,4.0,1
Super built-up  Area,Kasavanhalli,1200.0,2.0,3.0,38.4,3.0,0.032,5.0,0
Built-up  Area,Amblipura,1300.0,2.0,1.0,80.0,3.0,0.06153846153846154,5.0,1
Super built-up  Area,Sultan Palaya,1009.0,2.0,1.0,65.0,2.0,0.06442021803766106,4.0,0
Super built-up  Area,Ramamurthy Nagar Extension,1540.0,3.0,2.0,65.0,3.0,0.04220779220779221,6.0,0
Built-up  Area,Bellandur,1735.0,3.0,3.0,105.0,3.0,0.06051873198847262,6.0,1
Super built-up  Area,Marsur,497.0,1.0,1.0,20.0,2.0,0.04024144869215292,3.0,0
Built-up  Area,Electronic City,1142.0,2.0,0.0,35.0,2.0,0.03064798598949212,4.0,0
Super built-up  Area,Doctors Layout,1215.0,2.0,2.0,46.8,3.0,0.038518518518518514,5.0,0
Super built-up  Area,Electronic City,1070.0,2.0,1.0,48.0,2.0,0.044859813084112146,4.0,0
Super built-up  Area,Electronic City Phase II,1125.0,2.0,1.0,32.49,2.0,0.028880000000000003,4.0,0
Built-up  Area,Bommasandra Industrial Area,1125.0,2.0,1.0,32.49,2.0,0.028880000000000003,4.0,0
Super built-up  Area,Kasavanhalli,1575.0,2.0,3.0,85.0,2.0,0.05396825396825397,4.0,1
Super built-up  Area,Hosa Road,1360.0,2.0,1.0,77.61,2.0,0.05706617647058824,4.0,1
Super built-up  Area,Haralur Road,1710.0,3.0,2.0,85.0,3.0,0.049707602339181284,6.0,1
Super built-up  Area,Electronic City Phase II,1200.0,2.0,1.0,34.65,2.0,0.028874999999999998,4.0,0
Super built-up  Area,Bannerghatta Road,2185.0,3.0,3.0,120.0,4.0,0.05491990846681922,7.0,1
Built-up  Area,Bagalur,2400.0,4.0,3.0,135.0,4.0,0.05625,8.0,1
Super built-up  Area,Banashankari,1195.0,2.0,1.0,35.84,2.0,0.02999163179916318,4.0,0
Super built-up  Area,Vittasandra,1246.0,2.0,1.0,67.0,2.0,0.05377207062600321,4.0,1
Super built-up  Area,Bannerghatta Road,1012.0,2.0,1.0,45.0,2.0,0.044466403162055336,4.0,0
Super built-up  Area,Ganga Nagar,998.0,2.0,2.0,65.0,2.0,0.06513026052104208,4.0,0
Super built-up  Area,7th Phase JP Nagar,1130.0,2.0,2.0,85.0,2.0,0.0752212389380531,4.0,1
Super built-up  Area,Koramangala,1744.0,4.0,1.0,210.0,3.0,0.12041284403669725,7.0,1
Super built-up  Area,Karuna Nagar,1354.0,2.0,1.0,98.0,3.0,0.0723781388478582,5.0,1
Super built-up  Area,Brookefield,1389.0,2.0,2.0,94.0,2.0,0.06767458603311735,4.0,1
Plot  Area,Sarjapur,2970.0,3.0,3.0,130.0,4.0,0.04377104377104377,7.0,1
Super built-up  Area,Lakshminarayana Pura,1172.0,2.0,2.0,75.0,2.0,0.06399317406143344,4.0,1
Plot  Area,5th Block Jayanagar,500.0,2.0,1.0,75.0,3.0,0.15,5.0,1
Super built-up  Area,Kaggadasapura,1495.0,3.0,2.0,60.0,3.0,0.04013377926421405,6.0,0
Super built-up  Area,Varthur,1738.0,2.0,1.0,57.35,2.0,0.03299769850402762,4.0,0
Super built-up  Area,Dodda Nekkundi,1315.0,2.0,2.0,50.0,2.0,0.03802281368821293,4.0,0
Super built-up  Area,Marathahalli,1270.0,2.0,3.0,73.0,2.0,0.05748031496062992,4.0,1
Super built-up  Area,Electronic City Phase II,1160.0,2.0,1.0,52.2,2.0,0.045000000000000005,4.0,0
Super built-up  Area,Raja Rajeshwari Nagar,1450.0,2.0,1.0,67.0,3.0,0.046206896551724136,5.0,1
Built-up  Area,Rayasandra,470.0,1.0,1.0,21.0,1.0,0.04468085106382979,2.0,0
Built-up  Area,2nd Phase JP Nagar,1040.0,2.0,2.0,78.0,2.0,0.075,4.0,1
Super built-up  Area,Sarjapur,1205.0,2.0,2.0,29.0,2.0,0.024066390041493777,4.0,0
Super built-up  Area,KSRTC Layout,1215.0,2.0,3.0,50.0,3.0,0.0411522633744856,5.0,0
Super built-up  Area,Whitefield,1135.0,2.0,2.0,58.0,2.0,0.05110132158590308,4.0,0
Super built-up  Area,8th Phase JP Nagar,1224.0,2.0,2.0,48.95,3.0,0.03999183006535948,5.0,0
Built-up  Area,Budigere,664.0,1.0,1.0,34.0,1.0,0.05120481927710843,2.0,0
Super built-up  Area,Electronic City,1160.0,2.0,2.0,42.0,3.0,0.03620689655172414,5.0,0
Plot  Area,Babusapalaya,1200.0,2.0,0.0,105.0,2.0,0.0875,4.0,1
Built-up  Area,Bommasandra Industrial Area,1220.0,2.0,1.0,35.2,3.0,0.028852459016393446,5.0,0
Super built-up  Area,Bharathi Nagar,1328.0,2.0,2.0,69.0,2.0,0.051957831325301206,4.0,1
Super built-up  Area,BSM Extension,975.0,2.0,2.0,45.0,2.0,0.046153846153846156,4.0,0
Built-up  Area,Ambedkar Colony,1907.0,2.0,1.0,200.0,3.0,0.1048767697954903,5.0,1
Built-up  Area,Malleshwaram,900.0,2.0,1.0,72.0,2.0,0.08,4.0,1
Super built-up  Area,Banashankari 6th Stage,1330.0,2.0,2.0,80.0,2.0,0.06015037593984962,4.0,1
Super built-up  Area,Rajiv Nagar,2330.0,5.0,1.0,175.0,4.0,0.07510729613733906,9.0,1
Built-up  Area,Munnekollal,1222.0,3.0,2.0,95.0,3.0,0.07774140752864157,6.0,1
Super built-up  Area,Sarjapur  Road,2100.0,3.0,1.0,135.0,3.0,0.06428571428571428,6.0,1
Plot  Area,Jnana Ganga Nagar,1320.0,2.0,1.0,95.0,3.0,0.07196969696969698,5.0,1
Plot  Area,9th Phase JP Nagar,820.0,7.0,3.0,140.0,7.0,0.17073170731707318,14.0,1
Super built-up  Area,Uttarahalli,1330.0,2.0,2.0,46.55,3.0,0.034999999999999996,5.0,0
Plot  Area,Hosur Road,2000.0,4.0,1.0,130.0,4.0,0.065,8.0,1
Super built-up  Area,Electronic City Phase II,1244.0,2.0,1.0,55.0,2.0,0.04421221864951769,4.0,0
Super built-up  Area,Konena Agrahara,1000.0,2.0,1.0,50.0,2.0,0.05,4.0,0
Super built-up  Area,Gunjur Palya,1400.0,3.0,2.0,45.0,3.0,0.03214285714285714,6.0,0
Super built-up  Area,Vignana Nagar,1000.0,2.0,2.0,35.0,2.0,0.035,4.0,0
Super built-up  Area,Uttarahalli,1250.0,2.0,2.0,50.0,3.0,0.04,5.0,0
Super built-up  Area,Hebbal,2630.0,5.0,0.0,188.0,4.0,0.0714828897338403,9.0,1
Super built-up  Area,Jeevan bima nagar,1225.0,2.0,2.0,48.0,2.0,0.03918367346938775,4.0,0
Super built-up  Area,Hebbal,2790.0,5.0,3.0,198.0,4.0,0.07096774193548387,9.0,1
Super built-up  Area,Seegehalli,1683.0,3.0,3.0,80.0,3.0,0.047534165181224004,6.0,1
Built-up  Area,Yelahanka,1250.0,2.0,2.0,54.0,2.0,0.0432,4.0,0
Super built-up  Area,Hennur Road,1305.0,2.0,1.0,110.0,3.0,0.0842911877394636,5.0,1
Super built-up  Area,Kaggalipura,1150.0,2.0,1.0,57.5,3.0,0.05,5.0,0
Built-up  Area,Kaggadasapura,1654.0,3.0,3.0,70.0,3.0,0.04232164449818621,6.0,1
Super built-up  Area,Kadugodi,1890.0,4.0,3.0,125.0,3.0,0.06613756613756613,7.0,1
Super built-up  Area,Kasavanhalli,1069.0,2.0,2.0,55.0,2.0,0.05144995322731525,4.0,0
Super built-up  Area,Chandapura,750.0,1.0,1.0,18.5,2.0,0.024666666666666667,3.0,0
Plot  Area,Banashankari,675.0,4.0,0.0,140.0,4.0,0.2074074074074074,8.0,1
Built-up  Area,Hormavu,2400.0,3.0,1.0,177.0,3.0,0.07375,6.0,1
Super built-up  Area,7th Phase JP Nagar,1680.0,3.0,3.0,130.0,3.0,0.07738095238095238,6.0,1
Super built-up  Area,Sarjapur  Road,1700.0,3.0,2.0,93.5,3.0,0.055,6.0,1
Plot  Area,Brindavan Layout,2200.0,2.0,0.0,150.0,4.0,0.06818181818181818,6.0,1
Super built-up  Area,Thanisandra,1595.0,3.0,1.0,105.0,3.0,0.06583072100313479,6.0,1
Super built-up  Area,Hennur Road,1480.0,3.0,1.0,100.0,3.0,0.06756756756756757,6.0,1
Plot  Area,Bethel Nagar,1092.0,3.0,1.0,95.0,3.0,0.08699633699633699,6.0,1
Super built-up  Area,Banashankari,1683.0,3.0,2.0,115.0,3.0,0.06833036244800951,6.0,1
Super built-up  Area,Dasanapura,545.0,2.0,1.0,22.34,2.0,0.04099082568807339,4.0,0
Super built-up  Area,Banaswadi,1340.0,2.0,2.0,73.0,2.0,0.05447761194029851,4.0,1
Built-up  Area,"Judicial Layout, Kanakapura Road, ",1100.0,3.0,2.0,53.0,3.0,0.04818181818181818,6.0,0
Plot  Area,Akshaya Nagar,2000.0,1.0,0.0,200.0,1.0,0.1,2.0,1
Super built-up  Area,Whitefield,1185.0,2.0,2.0,56.0,2.0,0.04725738396624472,4.0,0
Super built-up  Area,Chandapura,1025.0,2.0,2.0,27.68,2.0,0.027004878048780486,4.0,0
Super built-up  Area,Haralur Road,1730.0,3.0,1.0,95.0,3.0,0.05491329479768786,6.0,1
Super built-up  Area,Hennur Road,1450.0,3.0,1.0,88.6,3.0,0.06110344827586207,6.0,1
Super built-up  Area,Sarjapur  Road,1862.0,4.0,1.0,110.0,3.0,0.05907626208378088,7.0,1
Built-up  Area,Old Madras Road,2430.0,5.0,2.0,180.0,3.0,0.07407407407407407,8.0,1
Super built-up  Area,Hoodi,863.0,1.0,0.0,40.55,1.0,0.04698725376593279,2.0,0
Super built-up  Area,Chambenahalli,1170.0,2.0,3.0,50.0,2.0,0.042735042735042736,4.0,0
Super built-up  Area,B Narayanapura,1075.0,2.0,2.0,50.0,2.0,0.046511627906976744,4.0,0
Super built-up  Area,Kodichikkanahalli,1060.0,2.0,1.0,34.0,2.0,0.03207547169811321,4.0,0
Super built-up  Area,Sarjapur,850.0,2.0,2.0,32.0,2.0,0.03764705882352941,4.0,0
Super built-up  Area,P&T Layout,935.0,2.0,1.0,45.9,2.0,0.04909090909090909,4.0,0
Built-up  Area,Gollarapalya Hosahalli,1905.0,3.0,1.0,86.0,4.0,0.04514435695538058,7.0,1
Super built-up  Area,Uttarahalli,1125.0,2.0,1.0,47.0,2.0,0.041777777777777775,4.0,0
Plot  Area,9th Phase JP Nagar,600.0,6.0,2.0,75.0,6.0,0.125,12.0,1
Built-up  Area,Chikkabanavar,1500.0,4.0,1.0,105.0,4.0,0.07,8.0,1
Built-up  Area,Bannerghatta Road,1725.0,3.0,3.0,85.0,3.0,0.04927536231884058,6.0,1
Super built-up  Area,Dodda Banaswadi,1120.0,2.0,3.0,36.0,2.0,0.03214285714285714,4.0,0
Super built-up  Area,Brookefield,1750.0,2.0,2.0,75.0,3.0,0.04285714285714286,5.0,1
Super built-up  Area,7th Phase JP Nagar,2000.0,3.0,2.0,77.0,3.0,0.0385,6.0,1
Built-up  Area,Koramangala,1745.0,3.0,3.0,98.0,3.0,0.056160458452722065,6.0,1
Plot  Area,Bagalakunte,750.0,3.0,1.0,95.0,5.0,0.12666666666666668,8.0,1
Super built-up  Area,Uttarahalli,1270.0,2.0,2.0,55.25,3.0,0.04350393700787401,5.0,0
Super built-up  Area,Sahakara Nagar,1180.0,2.0,2.0,72.0,2.0,0.061016949152542375,4.0,1
Built-up  Area,Shanti Nagar,1130.0,2.0,1.0,75.0,2.0,0.06637168141592921,4.0,1
Super built-up  Area,Old Airport Road,2774.0,4.0,3.0,197.0,4.0,0.07101658255227108,8.0,1
Super built-up  Area,Ardendale,1723.0,3.0,2.0,95.0,3.0,0.05513639001741149,6.0,1
Built-up  Area,Mysore Road,1175.0,2.0,2.0,70.5,2.0,0.06,4.0,1
Super built-up  Area,Ambalipura,1607.0,2.0,2.0,112.0,3.0,0.06969508400746734,5.0,1
Built-up  Area,Varanasi,1334.0,2.0,1.0,62.0,2.0,0.046476761619190406,4.0,0
Built-up  Area,Vishwapriya Layout,2800.0,5.0,3.0,130.0,5.0,0.04642857142857143,10.0,1
Super built-up  Area,Bellandur,1138.0,3.0,2.0,128.0,3.0,0.11247803163444639,6.0,1
Super built-up  Area,Bannerghatta,1113.0,2.0,1.0,70.0,2.0,0.06289308176100629,4.0,1
Built-up  Area,9th Phase JP Nagar,1300.0,2.0,2.0,58.0,3.0,0.04461538461538461,5.0,0
Built-up  Area,Sahakara Nagar,1200.0,2.0,2.0,60.0,2.0,0.05,4.0,0
Super built-up  Area,cooketown,1900.0,3.0,2.0,190.0,3.0,0.1,6.0,1
Plot  Area,Begur Road,1100.0,5.0,1.0,165.0,5.0,0.15,10.0,1
Super built-up  Area,Panathur,1398.0,2.0,1.0,97.0,2.0,0.06938483547925609,4.0,1
Plot  Area,Margondanahalli,1152.0,1.0,0.0,66.0,2.0,0.057291666666666664,3.0,0
Super built-up  Area,Nagavara,1110.0,2.0,2.0,44.95,2.0,0.0404954954954955,4.0,0
Built-up  Area, Devarachikkanahalli,1116.0,2.0,1.0,47.0,2.0,0.042114695340501794,4.0,0
Super built-up  Area,Babusapalaya,1061.0,2.0,1.0,33.84,2.0,0.031894439208294066,4.0,0
Super built-up  Area,Malleshwaram,620.0,1.0,1.0,86.8,1.0,0.13999999999999999,2.0,1
Super built-up  Area,7th Phase JP Nagar,1300.0,2.0,2.0,52.0,3.0,0.04,5.0,0
Built-up  Area,Yelahanka,1270.0,2.0,2.0,57.0,2.0,0.04488188976377953,4.0,0
Super built-up  Area,Peenya,966.0,2.0,2.0,50.0,2.0,0.051759834368530024,4.0,0
Plot  Area,AMS Layout,1200.0,4.0,1.0,110.0,4.0,0.09166666666666666,8.0,1
Super built-up  Area,Kathriguppe IV Phase,1630.0,3.0,2.0,131.0,3.0,0.0803680981595092,6.0,1
Super built-up  Area,Kodipalya,600.0,6.0,3.0,72.0,5.0,0.12,11.0,1
Plot  Area,Ramchandrapuram,600.0,4.0,2.0,60.0,4.0,0.1,8.0,0
Super built-up  Area,Amruthahalli,1202.0,2.0,1.0,65.0,2.0,0.054076539101497505,4.0,0
Built-up  Area,Jakkur,1300.0,2.0,2.0,80.0,2.0,0.06153846153846154,4.0,1
Super built-up  Area,Electronic City,1360.0,2.0,1.0,70.0,3.0,0.051470588235294115,5.0,1
Super built-up  Area,Hennur Road,1155.0,2.0,1.0,69.18,2.0,0.0598961038961039,4.0,1
Super built-up  Area,Hulimavu,1011.0,2.0,2.0,38.0,2.0,0.03758654797230465,4.0,0
Built-up  Area,HSR Layout,1203.0,2.0,2.0,72.0,2.0,0.059850374064837904,4.0,1
Super built-up  Area,Hebbal,1645.0,3.0,2.0,113.0,3.0,0.06869300911854104,6.0,1
Super built-up  Area,Horamavu Agara,1364.0,2.0,3.0,50.0,3.0,0.036656891495601175,5.0,0
Plot  Area,Anekal,1200.0,1.0,1.0,36.0,2.0,0.03,3.0,0
Built-up  Area,KR Layout,1050.0,2.0,2.0,41.0,1.0,0.039047619047619046,3.0,0
Super built-up  Area,Kothanur,1365.0,3.0,3.0,66.0,3.0,0.04835164835164835,6.0,0
Super built-up  Area,Jigani,1252.0,3.0,3.0,70.0,3.0,0.05591054313099041,6.0,1
Super built-up  Area,Jigani,1221.0,3.0,2.0,65.0,3.0,0.05323505323505324,6.0,0
Built-up  Area,Panathur,1065.0,2.0,1.0,58.0,2.0,0.054460093896713614,4.0,0
Super built-up  Area,Uttarahalli,1270.0,2.0,1.0,55.25,3.0,0.04350393700787401,5.0,0
Built-up  Area,Sahakara Nagar,1032.0,2.0,2.0,45.0,2.0,0.0436046511627907,4.0,0
Super built-up  Area,Sector 2 HSR Layout,1515.0,2.0,3.0,69.0,3.0,0.04554455445544554,5.0,1
Super built-up  Area,Akshaya Vana,1427.0,2.0,2.0,52.0,2.0,0.036440084092501754,4.0,0
